608,7,75494
608,7,75509
608,7,75523
608,7,75528
608,7,75529
608,7,75531
608,7,75532
608,7,75533
608,7,75535
608,7,75540
608,7,75541
608,7,75543
608,7,75550
608,7,75551
608,7,75573
608,7,75574
608,7,75547
609,7,75632
609,7,75631
609,7,75635
609,7,75636
609,7,75637
609,7,75638
609,7,75639
609,7,75634
609,7,75640
609,7,75641
609,7,75642
609,7,75643
609,7,75644
609,7,75646
609,7,75647
609,7,75650
609,7,75654
610,7,75721
610,7,75656
610,7,75727
610,7,75730
610,7,75731
610,7,75691
610,7,75732
610,7,75733
610,7,75729
610,7,75734
610,7,75735
610,7,75736
610,7,75737
610,7,75738
610,7,75551
610,7,75741
610,7,75790
611,7,75795
611,7,75800
611,7,75807
611,7,75688
611,7,75639
611,7,75808
611,7,75809
611,7,75810
611,7,75635
611,7,75721
611,7,75813
611,7,75815
611,7,75818
612,7,75876
612,7,75875
612,7,75877
612,7,75878
612,7,75650
612,7,75879
612,7,75742
612,7,75881
612,7,75883
612,7,75731
612,7,75775
612,7,75885
612,7,75790
612,7,75887
612,7,75647
613,7,75935
613,7,75934
613,7,75936
613,7,75937
613,7,75938
613,7,75939
613,7,75940
613,7,75878
613,7,75941
613,7,75942
613,7,75944
613,7,75945
613,7,75727
613,7,75688
613,7,75947
613,7,75950
613,7,75982
614,7,75985
614,7,75989
614,7,75991
614,7,75828
614,7,75638
614,7,75992
614,7,75993
614,7,75994
614,7,75995
614,7,75982
614,7,75997
614,7,76000
614,7,75808
614,7,75875
614,7,76001
614,7,75690
615,7,75911
615,7,76036
615,7,75541
615,7,75720
615,7,76044
615,7,75551
615,7,76045
615,7,76046
615,7,76047
615,7,75966
615,7,76048
615,7,76049
615,7,76050
615,7,76052
615,7,76053
615,7,76054
615,7,75951
615,7,76055
615,7,76056
615,7,75775
616,7,76101
616,7,76100
616,7,76102
616,7,75846
616,7,76103
616,7,76104
616,7,75637
616,7,75934
616,7,76106
616,7,76107
616,7,76108
616,7,76109
616,7,75648
616,7,76111
616,7,76113
616,7,75644
617,7,75729
617,7,75982
617,7,76141
617,7,75815
617,7,75995
617,7,76142
617,7,76140
617,7,75639
617,7,76143
617,7,76145
617,7,75935
617,7,75808
617,7,75690
617,7,76146
617,7,76147
617,7,75816
618,7,75875
618,7,76174
618,7,76176
618,7,76177
618,7,76178
618,7,76179
618,7,76180
618,7,76175
618,7,75938
618,7,76181
618,7,76183
618,7,76184
618,7,75819
618,7,76185
618,7,76186
618,7,76188
618,7,76115
619,7,75729
619,7,75828
619,7,76216
619,7,75927
619,7,76001
619,7,76217
619,7,75813
619,7,75816
619,7,76219
619,7,75798
619,7,76220
619,7,75529
619,7,75766
619,7,75878
619,7,75727
619,7,76221
619,7,76223
619,7,75651
620,7,75688
620,7,75662
620,7,76242
620,7,75634
620,7,76001
620,7,75940
620,7,76243
620,7,76241
620,7,76245
620,7,76244
620,7,76246
620,7,76247
620,7,75647
621,7,76261
621,7,76263
621,7,76264
621,7,76265
621,7,76266
621,7,76267
621,7,76262
621,7,76268
621,7,76269
621,7,76272
621,7,76273
621,7,76274
621,7,76275
621,7,76276
622,7,75644
622,7,76303
622,7,75638
622,7,76125
622,7,76304
622,7,76305
622,7,76101
622,7,76307
622,7,76308
622,7,76309
622,7,75991
622,7,76115
622,7,76306
623,7,76330
623,7,76333
623,7,76336
623,7,76337
623,7,76338
623,7,75998
623,7,76305
623,7,76339
623,7,76340
623,7,76184
623,7,75994
623,7,76341
623,7,76109
623,7,76174
623,7,76176
623,7,76346
624,7,76101
624,7,76361
624,7,75651
624,7,76242
624,7,75934
624,7,76362
624,7,76306
624,7,76305
624,7,76313
624,7,75638
624,7,76363
624,7,76364
624,7,75636
624,7,76109
624,7,75998
624,7,75819
624,7,76186
625,7,76386
625,7,76261
625,7,76387
625,7,76388
625,7,76389
625,7,76390
625,7,76391
625,7,76144
625,7,76392
625,7,76217
625,7,76394
625,7,76334
625,7,76395
625,7,76396
625,7,76398
626,7,76312
626,7,76428
626,7,76429
626,7,76264
626,7,76430
626,7,76431
626,7,76432
626,7,75996
626,7,76433
626,7,76434
626,7,76436
626,7,76437
626,7,76438
626,7,76273
626,7,76440
627,7,75828
627,7,76388
627,7,76460
627,7,76441
627,7,76461
627,7,76390
627,7,76462
627,7,76391
627,7,76463
627,7,76464
627,7,76466
627,7,76467
628,7,76492
628,7,76491
628,7,76493
628,7,76495
628,7,76496
628,7,76497
628,7,76498
628,7,76462
628,7,76500
628,7,76501
628,7,76502
628,7,76503
628,7,76504
629,7,75982
629,7,75662
629,7,76337
629,7,75637
629,7,75812
629,7,76107
629,7,76341
629,7,76527
629,7,76528
629,7,76529
629,7,75636
629,7,75948
629,7,75934
629,7,76531
630,7,76437
630,7,75982
630,7,76550
630,7,76177
630,7,76176
630,7,76304
630,7,76551
630,7,76185
630,7,76553
630,7,76109
630,7,75807
630,7,76555
630,7,76557
630,7,75991
631,7,76281
631,7,76287
631,7,76464
631,7,76437
631,7,76389
631,7,76573
631,7,76268
631,7,76574
631,7,76575
631,7,76576
631,7,76449
631,7,76577
631,7,76579
631,7,76580
631,7,76441
632,7,75885
632,7,75991
632,7,76593
632,7,75795
632,7,76595
632,7,76596
632,7,75699
632,7,76598
632,7,76047
632,7,76599
632,7,75927
632,7,75888
632,7,75727
632,7,76600
632,7,76152
632,7,75808
633,7,76617
633,7,76618
633,7,75775
633,7,75646
633,7,76046
633,7,76054
633,7,75989
633,7,76620
633,7,76621
633,7,75551
633,7,76622
633,7,76623
633,7,76624
633,7,76626
633,7,75494
633,7,76627
633,7,76628
633,7,76650
634,7,75730
634,7,75766
634,7,76659
634,7,76660
634,7,76661
634,7,75989
634,7,76662
634,7,76663
634,7,75833
634,7,76664
634,7,76665
634,7,76666
634,7,76667
634,7,75494
634,7,75911
634,7,76552
634,7,75961
634,7,76673
635,7,75869
635,7,76346
635,7,76692
635,7,75688
635,7,76306
635,7,75637
635,7,76595
635,7,75729
635,7,76693
635,7,76694
635,7,76696
635,7,75644
635,7,75819
635,7,75632
635,7,76697
635,7,76698
635,7,75934
636,7,76713
636,7,76716
636,7,75662
636,7,76717
636,7,76242
636,7,75721
636,7,76718
636,7,76719
636,7,75818
636,7,76721
636,7,76722
636,7,76723
636,7,76614
636,7,75540
636,7,76659
636,7,76724
636,7,75878
637,7,76286
637,7,75991
637,7,76364
637,7,75828
637,7,76748
637,7,76749
637,7,76103
637,7,76185
637,7,75989
637,7,76750
637,7,76752
637,7,76002
637,7,75631
637,7,76753
638,7,76773
638,7,76774
638,7,75876
638,7,75815
638,7,76775
638,7,76705
638,7,76776
638,7,76777
638,7,75733
638,7,76778
638,7,76779
638,7,76781
638,7,75790
638,7,75731
638,7,76782
638,7,76784
639,7,76795
639,7,76140
639,7,75888
639,7,75642
639,7,76596
639,7,76799
639,7,75688
639,7,76217
639,7,76802
639,7,76803
639,7,76804
639,7,76146
639,7,75876
639,7,75816
639,7,75651
639,7,75819
640,7,76819
640,7,75646
640,7,76705
640,7,76821
640,7,76822
640,7,76704
640,7,76823
640,7,75885
640,7,76824
640,7,76825
640,7,76776
640,7,76826
640,7,75945
640,7,75869
640,7,76773
640,7,76827
640,7,75906
641,7,76617
641,7,75593
641,7,76661
641,7,76838
641,7,75546
641,7,76839
641,7,75833
641,7,75529
641,7,76841
641,7,76842
641,7,76760
641,7,76843
641,7,76845
641,7,76846
641,7,76847
641,7,75540
641,7,75614
641,7,75573
642,7,76185
642,7,76341
642,7,76529
642,7,75727
642,7,75936
642,7,76860
642,7,76595
642,7,76539
642,7,75879
642,7,76861
642,7,75877
642,7,76696
642,7,75948
642,7,75982
642,7,76862
642,7,76864
642,7,75662
643,7,75766
643,7,76872
643,7,75795
643,7,75727
643,7,76182
643,7,76155
643,7,76776
643,7,76874
643,7,76705
643,7,76875
643,7,76876
643,7,76877
643,7,75742
643,7,75790
643,7,75962
643,7,76879
643,7,75729
644,7,76884
644,7,76890
644,7,76125
644,7,75815
644,7,76718
644,7,75690
644,7,76144
644,7,76531
644,7,76773
644,7,76001
644,7,76891
644,7,76892
644,7,76893
644,7,75729
644,7,76705
644,7,76894
644,7,76895
644,7,75935
645,7,75509
645,7,76911
645,7,76330
645,7,75937
645,7,75947
645,7,75551
645,7,76912
645,7,76913
645,7,76606
645,7,76650
645,7,76914
645,7,76049
645,7,76915
645,7,75572
645,7,76668
645,7,75961
645,7,76917
645,7,76918
645,7,75927
646,7,76927
646,7,76930
646,7,75869
646,7,76763
646,7,76216
646,7,75750
646,7,76821
646,7,76799
646,7,75515
646,7,76931
646,7,76932
646,7,76933
646,7,75775
646,7,76661
646,7,75951
646,7,76935
646,7,75961
647,7,76945
647,7,76890
647,7,76155
647,7,75937
647,7,76804
647,7,75961
647,7,76948
647,7,76949
647,7,76950
647,7,76699
647,7,76951
647,7,76952
647,7,76953
647,7,75833
647,7,75951
647,7,76760
647,7,76954
647,7,75738
648,7,76659
648,7,76000
648,7,75736
648,7,75945
648,7,76827
648,7,76966
648,7,76967
648,7,75906
648,7,75735
648,7,76968
648,7,75739
648,7,76699
648,7,75790
648,7,76717
648,7,76047
648,7,75656
648,7,75888
649,7,76978
649,7,76979
649,7,76980
649,7,76981
649,7,76982
649,7,76983
649,7,76984
649,7,76476
649,7,76387
649,7,76985
649,7,76986
649,7,76272
649,7,76989
649,7,76991
650,7,77008
650,7,77009
650,7,76428
650,7,77010
650,7,76982
650,7,77011
650,7,77012
650,7,77013
650,7,77014
650,7,76388
650,7,77016
650,7,76990
650,7,76446
650,7,76432
651,7,76428
651,7,76277
651,7,76396
651,7,77025
651,7,76394
651,7,76890
651,7,77026
651,7,77027
651,7,77028
651,7,77029
651,7,77030
651,7,77031
651,7,76386
651,7,76989
651,7,76540
652,7,77043
652,7,77044
652,7,76344
652,7,76338
652,7,75637
652,7,77045
652,7,77047
652,7,76244
652,7,77048
652,7,75644
652,7,76346
652,7,76175
652,7,76103
652,7,76437
653,7,76396
653,7,77058
653,7,77059
653,7,76986
653,7,76389
653,7,76270
653,7,76397
653,7,77061
653,7,77062
653,7,77063
653,7,77064
653,7,77065
653,7,77066
654,7,77077
654,7,77078
654,7,76515
654,7,77080
