student_id,exercise_id,score
2263,327,14.334505081176758
2263,200,14.319028854370117
2263,378,14.303628921508789
2263,283,14.301385879516602
2263,251,14.299640655517578
2263,581,14.299176216125488
2263,131,14.298994064331055
2263,477,14.29859733581543
2263,206,14.298055648803711
2263,530,14.297874450683594
2263,566,14.297146797180176
2263,294,14.297139167785645
2263,376,14.29711627960205
2263,500,14.297115325927734
2263,322,14.297101020812988
2263,187,14.297064781188965
2263,301,14.296893119812012
2263,442,14.296869277954102
2263,189,14.29682445526123
2263,342,14.296792984008789
1733,327,14.379911422729492
1733,200,14.364437103271484
1733,378,14.349035263061523
1733,251,14.345046997070312
1733,581,14.344582557678223
1733,131,14.344400405883789
1733,477,14.344003677368164
1733,206,14.343461990356445
1733,530,14.343281745910645
1733,566,14.342554092407227
1733,294,14.342546463012695
1733,427,14.342538833618164
1733,500,14.342522621154785
1733,322,14.342508316040039
1733,187,14.3424711227417
1733,301,14.342300415039062
1733,442,14.342275619506836
1733,189,14.342231750488281
1733,342,14.34220027923584
1733,286,14.34218692779541
3049,327,13.919865608215332
3049,200,13.904390335083008
3049,378,13.888989448547363
3049,283,13.886746406555176
3049,251,13.885000228881836
3049,581,13.884536743164062
3049,131,13.884354591369629
3049,477,13.883957862854004
3049,206,13.883416175842285
3049,530,13.883235931396484
3049,566,13.88250732421875
3049,294,13.882499694824219
3049,427,13.882492065429688
3049,376,13.882476806640625
3049,500,13.882476806640625
3049,187,13.882425308227539
3049,301,13.882253646850586
3049,442,13.882229804992676
3049,189,13.882184982299805
3049,342,13.88215446472168
1622,200,14.005037307739258
1622,378,13.98963737487793
1622,283,13.987394332885742
1622,251,13.985649108886719
1622,581,13.985184669494629
1622,131,13.985002517700195
1622,477,13.98460578918457
1622,206,13.984063148498535
1622,530,13.98388385772705
1622,566,13.983155250549316
1622,294,13.983147621154785
1622,427,13.983139991760254
1622,376,13.983124732971191
1622,500,13.983123779296875
1622,187,13.983073234558105
1622,301,13.982901573181152
1622,442,13.982876777648926
1622,189,13.982832908630371
1622,342,13.98280143737793
1622,286,13.9827880859375
1331,200,13.910115242004395
1331,378,13.894713401794434
1331,283,13.892470359802246
1331,251,13.890725135803223
1331,581,13.890260696411133
1331,131,13.890079498291016
1331,477,13.889681816101074
1331,206,13.889140129089355
1331,530,13.888959884643555
1331,566,13.888232231140137
1331,294,13.888224601745605
1331,427,13.888216972351074
1331,376,13.888200759887695
1331,500,13.888199806213379
1331,322,13.888185501098633
1331,187,13.888150215148926
1331,301,13.887977600097656
1331,442,13.887953758239746
1331,189,13.887910842895508
1331,342,13.88787841796875
1052,200,13.67872428894043
1052,378,13.663323402404785
1052,283,13.661079406738281
1052,251,13.659334182739258
1052,581,13.658869743347168
1052,131,13.65868854522705
1052,477,13.65829086303711
1052,206,13.657750129699707
1052,530,13.657569885253906
1052,566,13.656841278076172
1052,294,13.65683364868164
1052,427,13.656826972961426
1052,376,13.656810760498047
1052,500,13.656810760498047
1052,187,13.656759262084961
1052,301,13.656587600708008
1052,442,13.656563758850098
1052,189,13.656518936157227
1052,342,13.656488418579102
1052,286,13.656475067138672
2466,327,14.790937423706055
2466,200,14.77546215057373
2466,378,14.760061264038086
2466,283,14.757818222045898
2466,251,14.756072998046875
2466,581,14.755608558654785
2466,131,14.755426406860352
2466,477,14.755029678344727
2466,206,14.754487991333008
2466,530,14.754307746887207
2466,566,14.753580093383789
2466,294,14.753572463989258
2466,427,14.753564834594727
2466,376,14.753549575805664
2466,500,14.753548622131348
2466,322,14.753534317016602
2466,187,14.753496170043945
2466,301,14.753326416015625
2466,442,14.753301620483398
2466,189,14.753257751464844
2134,327,14.21741008758545
2134,200,14.201934814453125
2134,378,14.18653392791748
2134,283,14.184289932250977
2134,251,14.182544708251953
2134,581,14.18208122253418
2134,131,14.181899070739746
2134,477,14.181501388549805
2134,206,14.180960655212402
2134,530,14.180780410766602
2134,566,14.180051803588867
2134,294,14.180044174194336
2134,427,14.180036544799805
2134,376,14.180022239685059
2134,500,14.180021286010742
2134,187,14.179969787597656
2134,301,14.179798126220703
2134,442,14.17977523803711
2134,189,14.179729461669922
2134,342,14.179698944091797
1340,327,13.860651016235352
1340,200,13.845175743103027
1340,378,13.829773902893066
1340,283,13.827530860900879
1340,251,13.825785636901855
1340,581,13.825321197509766
1340,131,13.825139999389648
1340,477,13.824742317199707
1340,206,13.824201583862305
1340,530,13.824020385742188
1340,566,13.823293685913086
1340,294,13.823285102844238
1340,427,13.823278427124023
1340,376,13.823261260986328
1340,500,13.823261260986328
1340,322,13.823246002197266
1340,187,13.823210716247559
1340,301,13.823040008544922
1340,442,13.823014259338379
1340,189,13.82297134399414
792,327,13.60855770111084
792,200,13.593082427978516
792,378,13.577680587768555
792,283,13.575437545776367
792,251,13.573692321777344
792,581,13.573227882385254
792,131,13.573046684265137
792,477,13.572649002075195
792,206,13.572107315063477
792,530,13.571928024291992
792,566,13.571199417114258
792,294,13.571191787719727
792,427,13.571185111999512
792,376,13.571167945861816
792,500,13.5711669921875
792,322,13.57115364074707
792,187,13.571117401123047
792,301,13.570945739746094
792,442,13.570920944213867
792,189,13.570877075195312
2577,327,14.74168586730957
2577,200,14.726211547851562
2577,378,14.710809707641602
2577,283,14.708566665649414
2577,251,14.70682144165039
2577,581,14.706356048583984
2577,131,14.706174850463867
2577,477,14.705778121948242
2577,206,14.705236434936523
2577,530,14.705057144165039
2577,566,14.704328536987305
2577,294,14.704320907592773
2577,427,14.704313278198242
2577,376,14.70429801940918
2577,500,14.704297065734863
2577,322,14.704282760620117
2577,187,14.704245567321777
2577,301,14.70407485961914
2577,442,14.704050064086914
2577,189,14.70400619506836
1635,327,13.537142753601074
1635,200,13.52166748046875
1635,378,13.506265640258789
1635,283,13.504023551940918
1635,251,13.502278327941895
1635,581,13.501813888549805
1635,131,13.501630783081055
1635,477,13.50123405456543
1635,206,13.500692367553711
1635,530,13.500513076782227
1635,566,13.499785423278809
1635,294,13.499777793884277
1635,427,13.49976921081543
1635,376,13.499753952026367
1635,500,13.49975299835205
1635,187,13.499702453613281
1635,301,13.499530792236328
1635,442,13.499506950378418
1635,189,13.499463081359863
1635,342,13.499431610107422
2411,327,15.183342933654785
2411,200,15.167867660522461
2411,378,15.152466773986816
2411,283,15.150222778320312
2411,251,15.148477554321289
2411,581,15.148014068603516
2411,131,15.147831916809082
2411,477,15.14743423461914
2411,206,15.146893501281738
2411,530,15.146713256835938
2411,294,15.145977020263672
2411,427,15.145970344543457
2411,376,15.145955085754395
2411,500,15.145954132080078
2411,322,15.145938873291016
2411,187,15.145902633666992
2411,301,15.145731925964355
2411,442,15.145706176757812
2411,189,15.145662307739258
2411,342,15.145631790161133
2254,327,14.584650039672852
2254,200,14.569173812866211
2254,378,14.55377197265625
2254,283,14.551529884338379
2254,251,14.549784660339355
2254,581,14.549320220947266
2254,131,14.549137115478516
2254,477,14.548741340637207
2254,206,14.548198699951172
2254,530,14.548019409179688
2254,566,14.547290802001953
2254,294,14.547283172607422
2254,427,14.54727554321289
2254,376,14.547260284423828
2254,500,14.547260284423828
2254,322,14.547245025634766
2254,187,14.547208786010742
2254,301,14.547037124633789
2254,442,14.547012329101562
2254,189,14.546969413757324
2653,327,14.49643325805664
2653,200,14.480957984924316
2653,378,14.465557098388672
2653,283,14.463314056396484
2653,251,14.461568832397461
2653,581,14.461103439331055
2653,131,14.460922241210938
2653,477,14.460525512695312
2653,206,14.459983825683594
2653,530,14.459802627563477
2653,566,14.459075927734375
2653,294,14.459068298339844
2653,427,14.459060668945312
2653,376,14.459044456481934
